,0
97,2279.678432711192
98,3257.185098626598
99,1309.1983942131842
100,2289.988523930512
101,1589.0644618707893
102,2906.471591895148
103,2155.532414459316
104,445.7586647207562
105,6030.248829752351
106,1195.2000612875486
107,906.9749751363336
108,1460.2892621799533
109,3658.6433674225846
110,601.3534862756236
111,3177.2445453788328
112,330.83896293074633
113,6000.015280674016
114,1570.146639057878
115,2577.128641974404
116,885.740947120678
117,1442.1598981292955
118,1619.468365852488
119,1936.9077748284162
120,4878.081901076458
121,696.0781091106256
122,1465.3237994767017
123,1455.098962234937
124,3216.2626268345953
125,5396.068012930179
126,2125.3676801105157
127,505.17862497233705
128,1428.486444387355
129,1688.9377804508188
130,2940.6816698782904
131,1983.5088631965475
132,1762.5875722635733
133,442.29263931009405
134,1307.867198375369
135,660.5145712840306
136,503.0529076788772
137,1318.3479312413149
138,430.850149088038
139,2475.4896277644007
140,445.7586647207562
141,707.0624509264144
142,1561.1876834451643
143,2159.0921775022225
144,1486.8016677090318
145,2125.3676801105157
146,2531.9181782085234
147,5293.423406629998
148,1681.9138669441459
149,1770.460176669244
150,1936.9077748284162
151,4125.016620324961
152,528.9290957276489
153,4134.772299390191
154,2398.012865454515
155,2169.364261044226
156,660.1521872678151
157,1033.4588886084389
158,1351.551139923916
159,934.3037289501468
160,2693.8269040358045
161,3322.9173032356484
162,4114.772888611018
163,3327.6137112750907
164,1195.8461299977362
165,521.7954084050928
166,2414.4560045553794
167,2946.032471551756
168,2498.1936808168166
169,548.4032710209376
170,3279.889151679014
171,2753.125854470006
172,475.9074774612382
173,-41.3142407794554
174,2494.540435598095
175,3406.5695822762636
176,2963.062801536514
177,4878.081901076458
178,1241.9834225325192
179,5991.189310082086
180,1731.4538327370951
181,3360.0611568704494
182,4246.712034458837
183,951.2288194903815
184,486.6409263482888
185,1782.567344516694
186,3196.295353212527
187,4329.417088783702
188,3851.5462830357446
189,2803.8269855949666
190,1686.8120631573588
191,3406.5695822762636
192,2475.4896277644007
193,1157.9387642001911
194,774.2379803610281
195,3676.1656776162936
196,880.630282136661
197,3205.1213238044575
198,2784.7761777612723
199,191.97961746340172
200,2848.747142012734
201,2188.0306354191207
202,3228.4451678097726
203,2487.883589597496
204,1867.7279249652104
205,1767.423577456053
206,4125.016620324961
207,1428.4828441299744
208,3275.1927436395717
209,1973.1987719772271
210,2803.6695484730235
211,7.300377622560113
212,3451.9353705767417
213,1446.0876725080127
214,4145.9789689174995
215,2196.7713520334946
216,549.8198049688257
217,6138.798384398221
218,2487.883589597496
219,4050.045404152758
220,660.5145712840306
221,2210.495518838639
222,2887.4207840614536
223,2965.08327938545
224,1969.8699503689602
225,1364.879493413728
226,3519.0727100734653
227,2675.551359760246
228,1094.3536775702746
229,1580.238491278859
230,4452.469383099076
231,671.5311895699563
232,1580.238491278859
233,1710.8311153552122
234,1119.2247825622703
235,1784.8923562969674
236,2134.1083967248896
237,1983.5088631965475
238,1202.9032322161447
239,2852.8791648493343
240,9.734014034128968
241,3661.922898680791
242,622.8156020238453
243,1694.3496754569262
244,563.3888382741318
245,1978.6106669833346
246,792.1241039176819
247,719.1100491693784
248,220.16583742852455
249,4319.354466470363
250,4120.90937780642
251,528.9290957276489
252,354.03392634764714
253,1659.2617826229223
254,3987.1033662702002
255,1479.5023975650984
256,4144.067428158655
257,3764.1365943584624
258,1125.0298454405438
259,725.3796737566804
260,3546.144356465682
261,2202.704324977133
262,2406.8388360464455
263,3891.481280213849
264,3218.1017708762465
265,2784.7761777612723
266,2788.7713576620877
267,3322.9173032356484
268,1957.751418960409
269,3684.991648208224
270,3469.2995435377766
271,1969.8699503689602
272,3661.491988058281
273,2490.163317322413
274,797.9566743941814
275,1330.4394513434295
276,2591.2620010313476
277,961.9953980308945
278,1968.0599100803988
279,2028.8991582688786
280,2522.470263716889
281,2962.112676435363
282,2531.9181782085234
283,2600.838287116998
284,6138.798384398221
285,3923.900314876701
286,666.1951860912104
287,1426.3952680082482
288,932.8019372313398
289,942.137578899461
290,726.9333020480341
291,1968.8351736385348
292,1688.9377804508188
293,2288.984566861642
294,3676.1656776162936
295,3115.457164576065
296,2177.7205441998003
297,2700.9862140296677
298,617.3568956132624
299,534.9716110502893
300,1306.0551004585272
301,2965.08327938545
302,3988.2580233499903
303,1694.3496754569262
304,1412.483900301399
305,2498.967579277097
306,4114.503376995096
307,1617.7580230867409
308,2884.2450907489883
309,3943.487935633404
310,1410.8569786901608
311,3645.0888103911097
312,1857.41783374589
313,2160.9443094654225
314,1692.2239581634662
315,1070.5078374775921
316,4099.102960142702
317,3177.2445453788328
318,4008.9097839339197
319,1707.9713975867144
320,1615.8460617026797
321,1755.5941616227926
322,2946.032471551756
323,3186.070515970763
324,3298.9399595127084
325,3011.893910260209
326,378.27443435836483
327,2129.731278449208
328,953.3545367838414
329,534.9716110502893
330,528.9290957276489
331,3493.046759410913
332,4318.688637638377
333,89.41691318249285
334,1694.3496754569262
335,2013.4769432182711
336,991.2783840208782
337,1665.6976334731653
338,3091.3752003108534
339,3196.295353212527
340,2962.112676435363
341,731.2588517465206
342,2729.6578521985384
343,3978.903035777671
344,1712.4030249034004
345,2577.128641974404
346,2609.579003731372
347,5815.328621021609
348,2521.6933409667595
349,1598.2918407253333
350,3115.457164576065
351,818.0127927590426
352,491.6721075822854
353,731.2588517465206
354,3460.1178691167333
355,2962.112676435363
356,3734.8829159386646
357,1006.0898401697934
358,2884.2450907489883
359,2946.032471551756
360,1011.4242151256962
361,2203.4782234374134
362,1446.672777677967
363,798.1309239775362
364,539.427252213944
365,1867.7279249652104
366,1641.3963864272312
367,1579.2799896360234
368,2803.630820329849
369,2778.1959660604275
370,4467.515007422638
371,763.1591775842121
372,609.3799497486885
373,3661.491988058281
374,4251.960816982843
375,1572.7008789792917
376,4318.688637638377
377,1073.2115959284633
378,2517.244488650511
379,3412.2085707744513
380,1710.8311153552122
381,2965.08327938545
382,1407.442903104338
383,4.769176436176032
384,1957.751418960409
385,386.48373614556243
386,383.9712839179888
387,3048.677077851937
388,2125.3676801105157
389,1469.986417392588
390,3119.4131801500516
391,4514.804033042067
392,2140.041369668528
393,519.3278615775826
394,2148.782086282902
395,2615.5119766750104
396,1387.6168317125073
397,1821.7972190903229
398,2601.6797808071765
399,1650.9976205772973
400,2139.0065929381035
401,838.5653923115443
402,2576.3533784162682
403,445.8396999167004
404,2734.0750466363115
405,3172.5481373393905
406,910.6543207211471
407,3177.2445453788328
408,1428.5209853017082
409,658.4039922297058
410,3177.2445453788328
411,2739.0162858992476
412,928.4986660718735
413,2962.112676435363
414,1971.3903317879963
415,510.58993039519675
416,3473.995951577219
417,759.5711861367695
418,1157.9387642001911
419,5293.423406629998
420,1726.0419377309877
421,1277.7856780654797
422,1044.9720841425662
423,2062.569824265409
424,2308.677752885582
425,3633.109136226271
426,4126.565782343377
427,1327.949165391381
428,3760.3306169316165
429,964.1729518969008
430,1361.0496360034842
431,2687.108131569182
432,528.9290957276489
433,1968.8351736385348
434,3064.7572827355443
435,5510.825245221834
436,215.76122861745313
437,1430.4329466857694
438,3745.516697147278
439,2630.6956374059055
440,1964.0222314028777
441,2693.143585785828
442,736.8410327182614
443,1445.4851457256411
444,3041.5723931867124
445,2010.6202063616252
446,2803.8269855949666
447,4095.009872168712
448,5293.423406629998
449,2129.51255240155
450,675.1882608420434
451,565.5145555675916
452,3028.35121162787
453,2144.41848794421
454,2923.32841849934
455,1614.985544166988
456,1766.7808310844305
457,1444.547060384507
458,3892.4035085331584
459,1655.0759362763085
460,2512.867370374829
461,1988.920758202655
462,968.5482306023702
463,2129.51255240155
464,4878.081901076458
465,528.9290957276489
466,1412.483900301399
467,731.2588517465206
468,4514.804033042067
469,1620.6355815031122
470,4138.425544608912
471,1395.9451799326919
472,2811.2847986670713
473,15.741860891189456
474,4.280501929608359
475,928.4986660718735
476,3186.070515970763
477,3177.2445453788328
478,284.35534971820766
479,1206.7555801389663
480,3851.5462830357446
481,1261.4015551121706
482,2529.1705170153596
483,4125.016620324961
484,3995.9293368621306
485,2028.1506327762838
486,3851.5462830357446
487,2923.32841849934
488,4138.425544608912
489,1363.0643354580434
490,2398.012865454515
491,4140.56861104991
492,2946.032471551756
493,1342.0739255759897
494,590.4257079514282
495,2987.337725244593
496,1988.920758202655
497,4147.592209601739
498,3250.9097648194233
499,2615.5119766750104
500,2201.6695482467085
501,548.4032710209376
502,1441.2608826718595
503,3968.052558436506
504,757.4454688433096
505,3349.2907642765604
506,541.7067337744796
507,1983.5088631965475
508,2809.5172674391056
509,3473.995951577219
510,3382.822366403127
511,4183.010583638922
512,191.97961746340172
513,1764.7132895570332
514,2923.32841849934
515,2707.7494869290904
516,510.58993039519675
517,4120.95405287686
518,2600.838287116998
519,1104.6845511613897
520,1954.4209972528115
521,663.8315328526286
522,728.3057994265205
523,2164.597554684144
524,5483.803213985851
525,5933.357944853305
526,2781.1229325425506
527,1762.9846598126378
528,548.4032710209376
529,2965.08327938545
530,1390.781014497545
531,3316.708148482917
532,1513.9205936877263
533,1973.4718050865063
534,1055.2941579000096
535,3196.295353212527
536,1994.4261353845764
537,3626.6615501211268
538,2309.7260495529963
539,3963.3561503970636
540,2646.2240767299563
541,528.1538321695126
542,1386.2663779771833
543,273.7361283178207
544,4168.379638007361
545,6036.15377809804
546,2406.8388360464455
547,383.9712839179888
548,3894.559395552439
549,4262.864102547598
550,975.1632299232843
551,1686.8120631573588
552,597.342459988418
553,3661.491988058281
554,2416.0757491314994
555,1418.6089951125955
556,3091.3752003108534
557,675.1882608420434
558,2762.0721247088563
559,3279.889151679014
560,2660.897766287969
561,949.3561755696364
562,3406.5695822762636
563,2832.075309008491
564,3279.889151679014
565,4123.598859202948
566,4147.592209601739
567,2391.4375671792463
568,1674.7462839523266
569,3154.540492326417
570,1341.2410487045956
571,2784.7761777612723
572,1427.4349657045257
573,2233.3406000272503
574,2616.3585165480326
575,397.0272109101826
576,485.2240661240832
577,988.505279737697
578,1073.2115959284633
579,2179.9785632874705
580,2965.08327938545
581,763.1591775842121
582,3764.1365943584624
583,2567.527407824338
584,1556.1022863302453
585,3177.2445453788328
586,4134.829505996761
587,725.691407626493
588,3177.2445453788328
589,2703.428138185871
590,4427.5696088478635
591,1388.3920952706433
592,2698.3301011475696
593,2987.337725244593
594,3527.0935486319877
595,733.5146605051486
596,2159.0921775022225
597,2153.680282496116
598,2809.5172674391056
599,2333.0312245119785
600,2972.6640356865805
601,2809.5172674391056
602,2459.4746729574636
603,1897.3648955821666
604,2211.445041591507
605,5474.977243393921
606,2182.600065850424
607,1486.8016677090318
608,798.4398698928512
609,699.9870662885995
610,670.9092599691612
611,1968.8351736385348
612,3225.0885974265257
613,3559.0466647395706
614,2391.4375671792463
615,664.8781696227229
616,1559.0619661517044
617,912.7800380146069
618,1245.6627681173327
619,533.1144733667242
620,528.9290957276489
621,397.0272109101826
622,2085.3051276550773
623,2700.2109504715318
624,2978.1822861490014
625,2225.1692083966514
626,420.0004103744835
627,3177.2445453788328
628,1469.2775603233338
629,951.2288194903815
630,2198.2758162002756
631,1835.4361319179102
632,1395.0070945915577
633,1107.711587028143
634,1330.133076452169
635,408.8779142530084
636,2174.5666682813635
637,1085.0592659789843
638,1388.3920952706433
639,3156.6674091335462
640,765.5306108757637
641,2498.1936808168166
642,5293.423406629998
643,3222.889512774666
644,1772.409638569224
645,2512.867370374829
646,2290.675241719302
647,2836.719652936493
648,1047.0978014360262
649,487.27406956410147
650,1936.7411391811768
651,4251.960816982843
652,1755.5941616227926
653,2965.08327938545
654,3048.677077851937
655,4282.888908682822
656,781.0834204264931
657,545.7444124520007
658,4878.081901076458
659,4878.081901076458
660,3025.973024799521
661,3346.664519108785
662,4209.270836668241
663,3938.0458102802572
664,729.0590193414939
665,1693.5744118987902
666,2803.8269855949666
667,1688.9377804508188
668,2690.6761228103474
669,3106.048889868866
670,735.1409813101211
671,3605.907255894501
672,4060.5309242122744
673,1916.653317818631
674,-18.156513075397267
675,1675.2988676232314
676,1971.3903317879963
677,492.47155683751123
678,1969.8699503689602
679,2946.032471551756
680,1745.6624817233385
681,6030.248829752351
682,2144.41848794421
683,1055.2941579000096
684,2613.6174767728025
685,3186.070515970763
686,2178.236467511732
687,3274.6523010642536
688,3745.516697147278
689,11.859731327588769
690,6030.248829752351
691,1326.760105758616
692,2125.3676801105157
693,2177.7205441998003
694,674.4129972839071
695,1688.9377804508188
696,4437.473480699787
697,724.626453841707
698,2965.08327938545
699,2600.838287116998
700,3684.1721381414613
701,1974.2470686446422
702,1675.2988676232314
703,1055.2941579000096
704,1806.6290133786467
705,3154.540492326417
706,731.2588517465206
707,3847.893037817023
708,3091.3752003108534
709,3275.1927436395717
710,3348.7382170474825
711,2803.8269855949666
712,3469.2995435377766
713,817.1817318112307
714,1663.5719161797053
715,2517.244488650511
716,2685.936139314474
717,546.5358466078728
718,3067.7278856856315
719,738.3946610096151
720,1470.761680950724
721,1112.2711155987286
722,549.8198049688257
723,2641.7955679530987
724,3406.5695822762636
725,3025.973024799521
726,1033.4588886084389
727,1688.9377804508188
728,5293.423406629998
729,2884.2450907489883
730,1712.4030249034004
731,1673.1731503297715
732,3279.889151679014
733,650.2044800647101
734,2414.4560045553794
735,2074.995036435757
736,3349.2907642765604
737,775.2265209756733
738,3879.4230614613693
739,1770.283921275764
740,2129.731278449208
741,1974.2470686446422
742,3327.6137112750907
743,2498.1936808168166
744,3987.1033662702002
745,2148.782086282902
746,4183.676412470908
747,2977.7364910945266
748,4251.960816982843
749,951.2288194903815
750,5991.189310082086
751,2726.8005733708005
752,2836.719652936493
753,931.8308458483015
754,2140.041369668528
755,2923.32841849934
756,2153.680282496116
757,2115.0575888911953
758,2201.6695482467085
759,1136.9648945115684
760,4070.6971647366872
761,2178.236467511732
762,2965.08327938545
763,1467.750859875337
764,2962.112676435363
765,2134.8172537941437
766,4878.081901076458
767,2202.704324977133
768,1673.1731503297715
769,2527.275767547588
770,1290.1435000629228
771,3406.5695822762636
772,2945.25720799362
773,18.761736584141204
774,699.9870662885995
775,2965.08327938545
776,3064.455688220192
777,2907.251914156669
778,2479.408483921415
779,4147.592209601739
780,1501.7306725834292
781,1983.5088631965475
782,1214.896937831431
783,717.5564208780247
784,2765.024141788951
785,816.4599817403661
786,1464.4892684089248
787,3180.414625006683
788,729.1331344530607
789,1954.4209972528115
790,2942.3792263330342
791,3551.8086814649364
792,660.1521872678151
793,4401.670420883819
794,2009.099824942589
795,1263.5272724056306
796,3846.8498749963023
797,738.1067831864862
798,2739.0162858992476
799,744.4220307645325
800,1615.8460617026797
801,3196.295353212527
802,2510.1976069144853
803,455.9315521376815
804,1561.1876834451643
805,2941.3360635123136
806,2708.64019236689
807,3279.889151679014
808,2946.032471551756
809,2475.4896277644007
810,2178.236467511732
811,2884.2450907489883
812,1606.2448275526135
813,1465.625142581877
814,2512.867370374829
815,2929.821930825786
816,2742.8157632506854
817,4089.7479725703815
818,2723.764955416991
819,2946.032471551756
820,27.957486841283192
821,4251.960816982843
822,697.5453842539184
823,1641.3963864272312
824,1100.2586259159632
825,1435.9901360503484
826,2671.8981145415246
827,3275.1927436395717
828,715.8699909137401
829,775.1318450258301
830,1441.2608826718595
831,180.2008294473291
832,4080.0521523090065
833,1911.003808409754
834,2206.0331465854006
835,2575.0029246809445
836,3092.805080254842
837,3048.677077851937
838,2590.5281958976775
839,665.8374989626586
840,4886.907871668388
841,611.6635774949441
842,483.97423222738786
843,926.4189508421945
844,2762.0721247088563
845,1073.2115959284633
846,1901.270771191364
847,814.3689914914381
848,1853.0542354071977
849,2962.112676435363
850,2987.337725244593
851,4157.476352442606
852,6030.248829752351
853,2945.25720799362
854,740.2865742965328
855,3602.8095591824035
856,1620.6355815031122
857,2889.393431262045
858,467.71331161264686
859,3469.2995435377766
860,1969.8699503689602
861,5917.973227321791
862,2079.457408688995
863,1399.5217311119193
864,1688.9377804508188
865,445.7586647207562
866,6036.15377809804
867,2884.2450907489883
868,2207.081443252815
869,4514.804033042067
870,2165.3265823667048
871,616.10021048624
872,989.1526667274184
873,2784.7761777612723
874,2619.889094950692
875,27.957486841283192
876,1302.7571469792595
877,1351.551139923916
878,734.7153154248016
879,838.5653923115443
880,1579.4632277207231
881,5293.423406629998
882,2809.5172674391056
883,1418.6089951125955
884,4878.081901076458
885,2968.267660777334
886,2555.173683863755
887,1064.1201284919398
888,650.9133371339642
889,2700.9862140296677
890,1006.2706956031265
891,1495.227852266002
892,1442.1598981292955
893,3279.889151679014
894,1467.750859875337
895,3870.597090869439
896,3676.1656776162936
897,1820.7624423598975
898,1309.8350152183812
899,1404.1295538585523
900,522.535802537509
901,1951.8184460167706
902,2502.5572791555087
903,609.3799497486885
904,3138.463987983746
905,2616.3585165480326
906,2153.680282496116
907,1441.3846345711595
908,2946.032471551756
909,698.2038264040855
910,2906.471591895148
911,80.31788046542965
912,2784.0009142031363
913,1968.8351736385348
914,2600.838287116998
915,2965.08327938545
916,1073.2115959284633
917,1955.1962608109475
918,6124.733294292589
919,1561.1876834451643
920,2575.0029246809445
921,1619.8837403802008
922,2734.0750466363115
923,2210.843577780274
924,788.8654338032607
925,1686.8120631573588
926,2186.0432008209737
927,4123.598859202948
928,2188.0306354191207
929,1690.2274951509262
930,98.02219538092946
931,6030.248829752351
932,3661.491988058281
933,2512.092106816693
934,4878.081901076458
935,1951.9036999943264
936,595.7410369211011
937,2498.1936808168166
938,594.9657733629648
939,4144.067428158655
940,5396.068012930179
941,1968.8351736385348
942,2422.04691926744
943,660.5145712840306
944,1409.8318223312397
945,534.0551748477784
946,821.6921383438561
947,798.1309239775362
948,2470.514928803001
949,1391.1482736727257
950,3661.491988058281
951,4217.147983295277
952,1397.1328118850176
953,2017.516990981143
954,991.2783840208782
955,1399.9052908047706
956,1408.298903893275
957,2498.1936808168166
958,947.9426417777344
959,2609.579003731372
960,2148.782086282902
961,4188.775008398971
962,3177.2445453788328
963,1100.655277545409
964,1926.2545519686971
965,1969.8699503689602
966,2125.3676801105157
967,3482.8219221691493
968,2700.9862140296677
969,434.8880120313104
970,5293.423406629998
971,2201.6695482467085
972,5293.423406629998
973,2753.125854470006
974,729.1331344530607
975,2946.032471551756
976,1275.455754195285
977,2162.5062530880464
978,2941.3360635123136
979,1757.1756772574658
980,2711.3709935838956
981,1316.47492996896
982,2784.7761777612723
983,4157.476352442606
984,3154.540492326417
985,1446.672777677967
986,3205.1213238044575
987,943.753302633775
988,1278.4264679691908
989,3091.3752003108534
990,1672.0010268165433
991,1615.2236864970048
992,2782.5931804218444
993,3987.1033662702002
994,5991.189310082086
995,3876.2584294774897
996,2619.889094950692
997,1743.5367644298785
998,2221.7551328108275
999,1393.4330924677042
1000,2987.337725244593
1001,2616.3585165480326
1002,2972.6640356865805
1003,4120.90937780642
1004,1694.3496754569262
1005,3177.2445453788328
1006,3177.2445453788328
1007,2010.8548369220355
1008,3279.889151679014
1009,4120.320212285518
1010,2128.696501718783
1011,660.5145712840306
1012,2498.1936808168166
1013,1278.6626880182966
1014,1095.3538476126473
1015,1967.2009926440376
1016,1337.3987390750096
1017,3177.2445453788328
1018,2830.216351536051
1019,2962.112676435363
1020,5933.357944853305
1021,2111.9037129727585
1022,2972.6640356865805
1023,689.676975069279
1024,706.0950619164437
1025,835.483421175632
1026,4170.516335130097
1027,3119.4131801500516
1028,2700.9862140296677
1029,3091.3752003108534
1030,981.6771498708118
1031,2125.3676801105157
1032,3257.7181450856206
1033,1391.7209168789102
1034,1508.5086986816189
1035,5917.973227321791
1036,4168.379638007361
1037,1684.1248382151616
1038,5293.423406629998
1039,2148.8673402604586
1040,2555.173683863755
1041,3177.2445453788328
1042,370.1451701886954
1043,5815.328621021609
1044,2502.5572791555087
1045,2018.6115664729455
1046,575.6163171854738
1047,939.3852922288614
1048,2616.3585165480326
1049,2795.788192086009
1050,937.2393826862475
1051,2200.47800540916
1052,714.3081837951256
1053,3631.539367539007
1054,1353.3042024366393
1055,2153.680282496116
1056,2685.936139314474
1057,2290.675241719302
1058,3279.889151679014
1059,2070.3922684641666
1060,1926.2545519686971
1061,2487.883589597496
1062,3156.6674091335462
1063,749.261094917449
1064,27.957486841283192
1065,6030.248829752351
1066,689.4631097897114
1067,3706.8761911938773
1068,4134.772299390191
1069,56.793577521175266
1070,1188.8381421105125
1071,2084.270350924652
1072,1499.6049552899692
1073,1457.8388696862244
1074,3487.1399003527154
1075,3764.1365943584624
1076,740.520378303075
1077,2140.041369668528
1078,1427.6219698442721
1079,1327.949165391381
1080,1665.6976334731653
1081,1481.3897727029243
1082,660.5145712840306
1083,4000.763125690961
1084,1318.3479312413149
1085,1988.920758202655
1086,1800.8239505003733
1087,1341.1949103468023
1088,2506.9343974311905
1089,1253.9260382555644
1090,3625.3704450318182
1091,1826.174337366005
1092,4005.2777724818084
1093,4018.264771506239
1094,988.1964128849659
1095,2459.1510765476087
1096,936.4812828161533
1097,1120.8636858497669
1098,4138.425544608912
1099,1416.4832778191355
1100,2512.867370374829
1101,1523.6304683519402
1102,1764.7132895570332
1103,724.626453841707
1104,807.0787759650694
1105,1777.0415351263587
1106,1035.636442474445
1107,2941.3360635123136
1108,432.20078708911296
1109,2978.1822861490014
1110,1692.2239581634662
1111,2803.630820329849
1112,731.2588517465206
1113,3196.295353212527
1114,2164.597554684144
1115,4108.4187964526645
1116,3048.677077851937
1117,2125.3676801105157
1118,3745.516697147278
1119,4080.0521523090065
1120,4886.907871668388
1121,3275.1927436395717
1122,3541.993768002377
1123,3115.457164576065
1124,3321.404556522359
1125,2575.0029246809445
1126,648.7142755302232
1127,773.0061277323703
1128,1399.9052908047706
1129,2299.415958333676
1130,3661.491988058281
1131,1206.3963919006212
1132,1526.0997906111604
1133,3298.9399595127084
1134,627.5523957434865
1135,2121.3749952936337
1136,2081.6393360047136
1137,5437.583417773524
1138,1216.7064831199416
1139,2987.337725244593
1140,1688.1625168926828
1141,2047.9273850446493
1142,930.67621993788
1143,2247.0630942443913
1144,2198.0663284313064
1145,496.15090242232486
1146,2188.1689181144334
1147,492.47155683751123
1148,1671.9373672187442
1149,699.9870662885995
1150,3727.5936007665086
1151,747.356607260215
1152,3528.8947612388256
1153,721.2357664628382
1154,2893.0710613409187
1155,2619.889094950692
1156,4000.2023730337514
1157,3177.2445453788328
1158,1360.2918565382904
1159,2207.081443252815
1160,1023.5610653237995
1161,3327.6137112750907
1162,4427.5696088478635
1163,2038.0136392497932
1164,699.9870662885995
1165,2153.680282496116
1166,4271.736950499474
1167,1714.5287421968603
1168,1772.409638569224
1169,2164.597554684144
1170,2309.7260495529963
1171,4041.27159491392
1172,2884.0299324941057
1173,1826.174337366005
1174,1458.3258724379436
1175,2172.930440886336
1176,951.2288194903815
1177,729.1331344530607
1178,3727.5936007665086
1179,2938.3654605622264
1180,1826.174337366005
1181,2198.0663284313064
1182,2487.883589597496
1183,2947.191431154157
1184,2634.5627845087047
1185,707.6486902077974
1186,2202.0176071883434
1187,2521.6933409667595
1188,3154.540492326417
1189,1033.4588886084389
1190,1179.809044997427
1191,930.3909611749576
1192,3011.893910260209
1193,3196.295353212527
1194,5991.189310082086
1195,608.6046861905522
1196,606.3917651556769
1197,811.7698368051235
1198,811.7698368051235
1199,1634.8968695363744
1200,2294.3521222692043
1201,2496.7095601894266
1202,2517.244488650511
1203,2422.04691926744
1204,815.03538215923
1205,1655.9756049102748
1206,2498.1936808168166
1207,3776.85930668253
1208,771.6345562806154
1209,1624.586778317054
1210,3924.184141179677
1211,2793.3207291105286
1212,717.5564208780247
1213,2590.5281958976775
1214,2500.6574717546964
1215,1471.964785265531
1216,4168.379638007361
1217,1130.464919999833
1218,1988.920758202655
1219,1956.7166422299836
1220,1275.455754195285
1221,5396.068012930179
1222,2512.867370374829
1223,1759.957759961485
1224,760.0138217994619
1225,3177.2445453788328
1226,2600.838287116998
1227,1275.4065922762393
1228,1461.8428904713069
1229,1243.5370508238727
1230,953.3545367838414
1231,1663.5719161797053
1232,3091.3752003108534
1233,373.56196645760105
1234,657.3692154992804
1235,2965.08327938545
1236,2907.251914156669
1237,2774.466143048961
1238,1150.6930026686339
1239,3473.995951577219
1240,2362.089836745199
1241,3196.295353212527
1242,2475.4896277644007
1243,3196.295353212527
1244,4170.522704448359
1245,2951.0794061836564
1246,2187.343917630331
1247,796.5797450813366
1248,4249.567309508446
1249,2289.988523930512
1250,671.954422507877
1251,3479.1686769504277
1252,1580.238491278859
1253,1326.7850211882803
1254,1916.4157034158613
1255,4408.148464637203
1256,701.9366468037259
1257,2521.6933409667595
1258,4424.374473936235
1259,525.2183814721058
1260,3265.826330472323
1261,2678.282160977252
1262,2962.112676435363
1263,1386.2663779771833
1264,503.0529076788772
1265,1762.5875722635733
1266,3734.8829159386646
1267,1973.4718050865063
1268,5746.497988963981
1269,496.15090242232486
1270,628.7426101969507
1271,1684.0395842376058
1272,1439.1351653783995
1273,517.3498432456769
1274,2986.8896970491696
1275,5345.108553619309
1276,2923.32841849934
1277,2954.8584421436863
1278,1728.1676550244476
1279,958.539447233569
1280,1977.661144230465
1281,2794.843577881093
1282,3426.6050723565504
1283,1141.73425748414
1284,5396.068012930179
1285,1245.6627681173327
1286,3484.3710841875654
1287,187.6763463039356
1288,991.2783840208782
1289,1449.3127009443074
1290,3048.677077851937
1291,1976.8022267941037
1292,1757.1756772574658
1293,2451.464120969307
1294,7.300377622560113
1295,1428.5209853017082
1296,2017.928054685673
1297,1461.8428904713069
1298,529.166548172016
1299,2616.3585165480326
1300,1389.0225563792658
1301,528.9290957276489
1302,4251.960816982843
1303,2002.7943015906526
1304,1508.5086986816189
1305,548.4032710209376
1306,941.6275853403151
1307,968.6000671749166
1308,4121.897787167627
1309,1971.3903317879963
1310,716.0901734764266
